RestaurantID,Restaurant Name,Address,Time,District,Time Open,Time Close,Lowest Price,Highest Price
591,"Quán 263 - Hủ Tiếu Nam Vang, Phở Bò & Bò Kho - Bình Trị Đông","265 Bình Trị Đông, P. Bình Trị Đông A, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,12000.0,40000.0
592,9GAMING - Tiệm Số 9 Cơm Sườn Bì & Mì Trộn - Hoàng Trọng Mậu,"92 Hoàng Trọng Mậu, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,20000.0,50000.0
593,Cô Vân - Bánh Hỏi & Cháo Lòng - Nguyễn Minh Hoàng,"67 Nguyễn Minh Hoàng, P. 12, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
594,Hai Hai - Bún Sườn Bò,"37 Hoàng Diệu 2, P. Linh Chiểu, Thành Phố Thủ Đức, TP. HCM",07:00 - 23:59,Thành Phố Thủ Đức,07:00,23:59,20000.0,50000.0
595,Gà Ủ Muối SPECIAL - Chiến Lược,"194/26 Chiến Lược, P. Bình Trị Đông, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,20000.0,300000.0
596,Bánh Mì Chay - Nấm An Nhiên - 209 Cao Đạt,"209 Cao Đạt, P 1, Quận 5, TP. HCM",00:00 - 23:59,Quận 5,00:00,23:59,20000.0,50000.0
597,LILO Cà Phê Muối - Tàu Hủ Tươi & Sữa Đậu Nành - Phan Văn Trị,"208A Phan Văn Trị, P. 12, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
598,La Perla - Foam Tea HongKong - Đường Số 265,"169 Đường 265, P. Hiệp Phú, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,33000.0,53000.0
599,Gà Ủ Muối Hoa Tiêu - Chân Gà Rút Xương Sốt Thái & Ngâm Sả Tắc - Đường 26/3,"150/31/7 Đường 26/3, P. Bình Hưng Hòa, Bình Tân, TP. HCM",08:00 - 23:59,Bình Tân,08:00,23:59,20000.0,50000.0
600,Trà Sữa & Cafe Muối DEAR TEA - Nguyễn Văn Lượng,"274/37 Nguyễn Văn Lượng, P. 17, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,5000.0,59000.0
601,"Atiso - Cơm Chiên, Mì Xào & Nui Xào","352/1 Thoại Ngọc Hầu, P. Phú Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,18000.0,35000.0
602,"A-Kmay - Cơm Chiên, Trà Sữa & Ăn Vặt - Thoại Ngọc Hầu","352 Thoại Ngọc Hầu, P. Phú Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
603,"Thức 24h - Cơm Mì, Trà Sữa & Sinh Tố","2 Đường 1, Khu Dân Cư Tocotap, P.Phước Long B, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
604,Trà Sữa Halisan - Sữa Tươi Trân Châu Đường Đen - Đường Số 17,"86 Đường Số 17, P. Tân Kiểng, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,20000.0,40000.0
605,Bún Thịt Nướng Hoàng Văn - 137 Chấn Hưng,"137 Chấn Hưng, P. 6, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,22000.0,25000.0
606,"Trà Chanh Giã Tay Nikola - Coffee Muối, Nước Ép Trái Cây & Tàu Hủ Singapore - Lạc Long Quân","209 Lạc Long Quân - P.3, Quận 11, TP. HCM",00:00 - 23:59,Quận 11,00:00,23:59,20000.0,50000.0
608,TIỆM BÁNH GATO PHƯƠNG THẢO,"15 Đường Số 2, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,10000.0,25000.0
609,"Tiệm Giải Khát Mùa Hạ - Cà Phê, Trà & Ăn Vặt","33/18 Đường Số 19, P. Linh Chiểu, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
610,"Chân Gà Dzô Dzô - Nem Nướng, Cá Viên Chiên & Ăn Vặt - Trường Chinh","491/4 Trường Chinh, P. 14, Tân Bình, TP. HCM",00:00 - 01:00 | 06:00 - 23:59,Tân Bình,00:00,23:59,85000.0,150000.0
611,Quán Cô Mai - Năm Châu,"83/106 Năm Châu, P. 11, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,18000.0,50000.0
612,Kem Aice - Đỗ Thừa Luông,"11/13 Đỗ Thừa Luông, Tân Quý, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,5000.0,50000.0
613,Saigonciti Cafe - Bánh Mì & Cà Phê - Đề Thám,"Tầng G, 264 Đề Thám, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,20000.0,50000.0
614,Bún Thái Lương Gia Siêu Ngon,"467/12 Lê Đại Hành, P. 11, Quận 11, TP. HCM",00:00 - 23:59,Quận 11,00:00,23:59,20000.0,50000.0
615,Tocotoco Bubble Tea - Thị Trấn Hóc Môn,"1/193A Khu Phố 7, Thị Trấn Hóc Môn, Hóc Môn, TP. HCM",00:00 - 23:59,Hóc Môn,00:00,23:59,28000.0,70000.0
616,Lục Cafe - Trà Trái Cây & Cà Phê Bọt Biển - Trần Huy Liệu,"69 Trần Huy Liệu, P. 12, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,15000.0,40000.0
617,Phở Duy Anh - Khuông Việt,"173/94 Khuông Việt, P. Phú Trung, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,40000.0,55000.0
618,Tiệm bánh Little Croissant - Lê Văn Duyệt,"104 Lê Văn Duyệt, P.1, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
619,Tiệm Bánh Little Croissant - Cách Mạng Tháng 8,"184B Cách Mạng Tháng Tám, P. 10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
620,Bún Bò Suna,"10 Tân Chánh Hiệp 24, P. Tân Chánh Hiệp, Quận 12, TP. HCM",00:00 - 23:59,Quận 12,00:00,23:59,20000.0,50000.0
621,Cana.Coffee - Cà Phê Pha Máy - Nguyễn Văn Cừ,"147A Nguyễn Văn Cừ, P. 2, Quận 5, TP. HCM",00:00 - 23:59,Quận 5,00:00,23:59,20000.0,50000.0
622,Royaltea Việt Nam - Phan Văn Trị,"485/4 Phan Văn Trị , P. 5 (Đối Diện Emart Hàn Quốc), Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,39000.0,39000.0
623,Bánh Tráng Cô Bê - Bánh Tráng Mỡ Hành Tóp Mỡ Lòng Đào - Phạm Văn Xảo,"8 Phạm Văn Xảo, P. Phú Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
624,Nori Fruit - Trái Cây Sạch,"184/17 Hoàng Hoa Thám, P. 5, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,10000.0,200000.0
625,Family Soup - Cháo Dinh Dưỡng - Tây Hòa,"114 Tây Hòa, P. Phước Long A, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,15000.0,25000.0
626,Nắng Coffee - Phan Xích Long,"297 Phan Xích Long, P. 1, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,20000.0,50000.0
627,Quán Bánh Chi & Friends - Đường 3/2,"183/29, Đường 3/2, P. 11, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,20000.0,50000.0
628,Lộc Yến - Yến Sào Chưng Tươi - Đường D4,"B3.04 Block B Chung cư Hoàng Anh Thanh Bình, Đường D4, P. Tân Hưng, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,79000.0,249000.0
629,Tàu Hũ Tươi Covang Quận 5 - Trần Tuấn Khải,"159 Trần Tuấn Khải, P. 5, Quận 5, TP. HCM",00:00 - 23:59,Quận 5,00:00,23:59,18000.0,30000.0
630,Nhà Của Mèo - Ăn Vặt Online,"209/2B Lý Thường Kiệt, P. 7, Quận 11, TP. HCM",00:00 - 23:59,Quận 11,00:00,23:59,30000.0,100000.0
631,Cơm Tấm Xưa - Hương Vị Sài Gòn - An Dương Vương,"400 An Dương Vương, P. 4, Quận 5, TP. HCM",00:00 - 23:59,Quận 5,00:00,23:59,20000.0,50000.0
632,Cơm Tấm Xưa - Hương Vị Sài Gòn,"45 Kỳ Đồng, P. 9, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,50000.0,80000.0
633,Hà Nội Quán - Bún Mọc & Bún Chả,"92 Đường số 8 khu dân cư Trung Sơn, X. Bình Hưng, Bình Chánh, TP. HCM",00:00 - 23:59,Bình Chánh,00:00,23:59,20000.0,50000.0
634,Trà Sữa Gạo - Bánh Tráng & Mỳ Trộn Hàn Quốc - Tam Phú,"495 Tô Ngọc Vân, P. Tam Phú, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
635,Bánh Đa Cua & Bún Riêu Cua 15 - KDC Nam Long,"Số 15 Đường 12, KDC Nam Long, P. Tân Thuận Đông, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,20000.0,50000.0
636,Fastfood - Zjn68,"860/73 Xô Viết Nghệ Tĩnh, P. 25, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
637,Hạt Dẻ Kasa - Liên Khu 4-5,"107/11 Liên Khu 4-5, Bình Hưng Hòa B, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,20000.0,50000.0
638,Ăn Vặt Tới Nóc - Cá Viên Chiên Mắm Tỏi - Quang Trung,"638/15a Quang Trung, P. 11, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
639,Ruby - Cà Ri Gà & Khô Gà Lá Chanh - Đường 5B,"81D Đường Số 5B, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,4000.0,160000.0
640,Trà Sữa BonCha - Phạm Ngũ Lão,"206 Phạm Ngũ Lão, P. 7, Gò Vấp, TP. HCM",00:00 - 02:00 | 08:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
641,Linh Coffee And Tea - Chu Văn An,"84 Chu Văn An, P. 26, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
642,Cô Liên Mì Trộn & Xôi Bắc,"318 Hòa Hảo, P. 4, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,22000.0,35000.0
643,Phở Hồng Nhung - Phạm Văn Đồng,"521 Phạm Văn Đồng, P. 13, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
644,Bánh Cuốn Hong Kong Thanh Tâm - Đường 47,"48 Đường 47, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,10000.0,50000.0
645,"TenTen Coffee - Trà Sữa, Cake & Dessert - Nguyễn Trọng Tuyển","221C Nguyễn Trọng Tuyển, P. 8, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,20000.0,50000.0
646,Bánh Canh - Bún Thái Vị Ngon,"36 Nguyễn Cửu Vân, P. 17, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
647,Bún Đậu Mắm Tôm Sóng Biển - An Hội,"116 An Hội, P. 13, Gò Vấp, TP. HCM",00:01 - 23:59,Gò Vấp,00:01,23:59,5000.0,90000.0
648,Đệ Nhất Mì Trộn Sài Thành - Điện Biên Phủ,"57/6/16 Điện Biên Phủ, P.15, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
649,Giải Khát Bình Dân Quán - Rau Má Đậu Xanh & Sữa Đặc - 143 Gò Xoài,"143 Gò Xoài, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,20000.0,50000.0
650,"PeKo MiMi Quán - Ăn Vặt, Panna Cotta, Bánh Crepe Sầu Riêng, Phú Sĩ, Kem Aice & Bánh Ống Gạo - Huỳnh Văn Nghệ","193 Huỳnh Văn Nghệ, P. 12, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
651,"Bò Kho Ông Mập - Hủ Tiếu Bò Kho, Bánh Mì Bò Kho - Đường Số 12","118/8 Đường Số 12, P. Bình Hưng Hòa, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,20000.0,50000.0
652,Phở Lòng Bò & Bún Bò Gia Hân,"242/9E Tôn Đản, P. 8, Quận 4, TP. HCM",00:00 - 23:59,Quận 4,00:00,23:59,19000.0,79000.0
653,Tiệm Trà Sữa Moon - Trà Sữa Kem Trứng Vụn Dừa Nướng - Đường Số 6,"36 Đường Số 6, P. Trường Thọ, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
654,"Bánh Mì, Burger & Cà Phê Muối Hân Phát - Hưng Phú","751A Hưng Phú, P. 9, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,18000.0,35000.0
655,Bún Tôm Rạm Mỹ Hạnh - Since 2006,"507/4 Lê Quang Định, P. 1, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,25000.0,45000.0
656,Ngọc Trân - Đặc Sản Đà Nẵng - Xô Viết Nghệ Tĩnh,"685/105 Xô Viết Nghệ Tĩnh, P. 26, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
657,Tiệm Trà Chìll Hana - Trà Trái Cây - Nguyễn Tuân,"7 Nguyễn Tuân, P. 3, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
658,Mì Quảng Anh Em - Tôn Đản,"271 Tôn Đản, P. 15, Quận 4, TP. HCM",00:00 - 23:59,Quận 4,00:00,23:59,5000.0,59000.0
659,Hủ Tiếu Mì Sủi Cảo Phi Hoàng,"78/4C Bà Hom, P. 13, Quận 6, TP. HCM",00:00 - 23:59,Quận 6,00:00,23:59,20000.0,50000.0
660,Bún Ốc Sườn Cô Sáu - Vinhomes Grand Park,"Vinhomes Grand Park - D9 - Đường D9-02 - Long Bình, P. Long Bình, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
661,Tiệm Bánh Minh Nhật - Bánh Kem & Bánh Ngọt,"52 Vườn Chuối, P. 4, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,5000.0,99000.0
662,Tiệm Cơm Cô Bảy & Đặc Sản Bún Thịt Nướng,"21/27 Đường Số 26, P. Bình An, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,30000.0,55000.0
663,Cô Quyết - Bún Bò Huế,"43/1A Đường Kênh T2, Ấp Trung Lân, Xã Bà Điểm, Hóc Môn, TP. HCM",00:00 - 23:59,Hóc Môn,00:00,23:59,14000.0,42000.0
664,Bún Bò Gia Thành - Kha Vạn Cân,"421 Kha Vạn Cân, P. Linh Đông, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,30000.0,50000.0
665,Share Coffee - Cà Phê Muối & Matcha Sữa Dừa Non - Võ Trường Toản,"8/9 Võ Trường Toản, P. An Phú, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
666,Cô Mai - Gỏi Cuốn & Gỏi Đu Đủ - Trường Sa,"464/2 Trường Sa, P. 2, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,10000.0,30000.0
667,Bún Đậu Nhà Cún,"14/8/10 Đường Số 4, P. Hiệp Bình Chánh, Thành Phố Thủ Đức, TP. HCM",05:00 - 23:59,Thành Phố Thủ Đức,05:00,23:59,5000.0,100000.0
668,"Viva Bakery - Flan, Bánh Nướng Ngàn Lớp & Trà Sữa - Tô Hiệu","Shophouse RS2 - SH.07, Chung Cư Richstar, Đường Tô Hiệu, P. Tân Thới Hòa, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
669,ĐẠI PHÚC FOOD - THỰC PHẨM - THỐNG NHẤT,"220/42 Thống Nhất, P. 10, Gò Vấp, TP. HCM",00:00 - 01:30 | 05:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
670,Cháo Trắng Lá Dứa Minh Hậu - Đường 17B,"F26 Đường 17B Khu Phố 3, P. An Lạc A, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,20000.0,50000.0
671,Chọn - Coffee & Juicy - Nguyễn Cảnh Chân,"8A Đ. Nguyễn Cảnh Chân, P.Nguyễn Cư Trinh, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,19000.0,39000.0
672,Gỏi Cuốn & Bún Bò 168 - Đường Số 16,"2E Đường Số 16, P. 4, Quận 4, TP. HCM",00:00 - 23:59,Quận 4,00:00,23:59,7000.0,40000.0
673,Bún Cá Nha Trang - Đường Số 79,"122 Đường Số 79, P. Tân Quy, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,30000.0,45000.0
674,Bố Già Pizza - Pizza Đế Tươi & Mì Ý - Nguyễn Chánh Sắt,"35 Nguyễn Chánh Sắt, P. 13, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
675,Bố Già Pizza - Pizza - Lê Bình,"40 Lê Bình, P. 4, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
676,Bố Già Pizza - Cách Mạng Tháng Tám,"285/38 Cách Mạng Tháng Tám, P.12, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,20000.0,50000.0
677,Share Coffee - Cà Phê Muối & Matcha Sữa Dừa Non - Cây Điệp,"161/5 Cây Điệp, P. Đa Kao, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,20000.0,50000.0
678,Cơm Tấm Long Xuyên Dì Ba - Hồ Học Lãm,"E11.10.06 Chung cư 35 Hồ Học Lãm, P. An Lạc, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,20000.0,50000.0
679,Hương Quán - Phở & Bún Bò,"33 Đường Số 106, P. Tăng Nhơn Phú A, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,40000.0,60000.0
680,Mì Hoành Thánh Zigzag - Ngô Thị Thu Minh,"66 Ngô Thị Thu Minh, P. 3, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,10000.0,25000.0
681,Daily - Cơm Văn Phòng & Healthy Food - CN 2,"1029 Nguyễn Trãi, P. 14, Quận 5, TP. HCM",00:00 - 23:59,Quận 5,00:00,23:59,25000.0,50000.0
682,Trà Sữa & Cà Phê - Nihao D5,"5 Đường D5, P. 25, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
683,DẬU by HIP - Drinks & Snacks,"194 Bàu Cát 3, P. 12, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
684,Trà Sữa - Trà Trái Cây Mint,"47 D5, P. 25, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
685,Chan's House - Bánh Tráng Chấm - Bến Bình Đông - Shop online,"505/7 Bến Bình Đông, P. 13, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,8000.0,45000.0
686,Đặc Sản Nha Trang Liên Hoa - Bún Cá & Bún Sứa,"68 Đường Số 9, P. Tân Phú, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,15000.0,70000.0
687,Trái Cây Tô & Mix - Trái Cây Sinh Viên - Đường Số 49,"55 Đường Số 49, Tổ 43, Khu Phố 6, P. Hiệp Bình Chánh, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,50000.0
688,Bún Bò Huế Cát Tường - Huỳnh Tấn Phát,"1586 Huỳnh Tấn Phát, P. Phú Mỹ, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,20000.0,50000.0
689,Khoai Lang Nấu 10 Xuân,"181/103 Âu Dương Lân, P. 2, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,30000.0,60000.0
690,Cà Phê Muối Anh Việt - 50/17 Hẻm 50 Phan Văn Hớn,"50/17 Hẻm 50 Phan Văn Hớn, P. Tân Thới Nhất, Quận 12, TP. HCM",00:00 - 23:59,Quận 12,00:00,23:59,20000.0,50000.0
691,Quán Má 5 - Đỗ Quang Đẩu,"39/11 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,45000.0,45000.0
692,Trà Sữa & Sinh Tố Trái Dâu Nhỏ - Lâm Văn Bền,"51 Lâm Văn Bền, P. Tân Thuận Tây, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,20000.0,50000.0
693,Bún Mọc - Bếp Cô Chang - Nguyễn Kim,"96/22 Nguyễn Kim, P. 6, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,19000.0,79000.0
694,Cơm Tấm Anh 122 - 122 Hà Thị Đát,"122 Hà Thị Đát, P. Tân Quý, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
695,Sữa Hạt Nhà Bo - Ông Ích Khiêm,"25 Ông Ích Khiêm, P. 10, Quận 11, TP. HCM",00:00 - 23:59,Quận 11,00:00,23:59,20000.0,50000.0
696,"Tiệm Ăn Vặt Pháo Bông - Chân Gà Sốt Thái, Sả Tắc & Bánh Tráng Trộn - Nguyễn Ảnh Thủ","10/6 Nguyễn Ảnh Thủ, Ấp Hưng Lân, X. Bà Điểm, Hóc Môn, TP. HCM",00:00 - 23:59,Hóc Môn,00:00,23:59,20000.0,50000.0
697,Cơm Gà Mắm Gừng Hải Nam - Điện Biên Phủ,"57/6/16, Điện Biên Phủ, P. 15, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
698,Bếp Của NiBi - Mì Trộn & Ăn Vặt,"2347/29 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",00:00 - 23:59,Quận 8,00:00,23:59,17000.0,19000.0
699,Cơm Tấm Tí Mập - Đường Số 6,"35 Đường Số 6, P. 10, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,12000.0,35000.0
700,Cơm Chay Minh Lộc,"31B Tôn Thất Thuyết, P. 18, Quận 4, TP. HCM",00:00 - 23:59,Quận 4,00:00,23:59,15000.0,25000.0
701,Bà Tư - Xôi & Bánh Mì - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,30000.0,50000.0
702,Thị Nở - Cháo Sườn Đặc Biệt - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,30000.0
703,Long Ký - Đồ Xào & Cơm Chiên - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,30000.0,50000.0
704,Cơm Gà Ngũ Vị CN2 - Ship 24h,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,30000.0,50000.0
705,Bíp Bíp - Lẩu Ly & Mì Cay - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,10000.0,90000.0
706,Trà Sữa Fucha - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:01 - 23:59,Gò Vấp,00:01,23:59,30000.0,50000.0
707,Trạm Cafe - 341 Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,300000.0
708,Chảo Đỏ - Mì Trộn & Cơm Chiên - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,30000.0,42000.0
709,Bà Phi - Gỏi Cuốn & Nem Cuốn - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:01 - 23:59,Gò Vấp,00:01,23:59,10000.0,60000.0
710,Dallas - Trà Dâu Đà Lạt & Trà Sữa - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,15000.0,30000.0
711,Cơm Nhà - Cơm Tấm & Cơm Phần,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
712,Cơm Tấm & Bún Thịt Nướng - Lửa Hồng - Lê Văn Thọ,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
713,Thanh Mai - Cơm Tấm & Cơm Văn Phòng,"341 Lê Văn Thọ, P. 9, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
714,Xôi Mặn Ruốc Tươi Kim Nguyệt Viên - Nguyễn Đình Chiểu,"376/48 Nguyễn Đình Chiểu, P.4, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
715,Bánh Kem Anh Cường - Bánh Kem Bắp & Bánh Kem Hàn Quốc - Lê Quang Định,"31 Lê Quang Định, P. 14, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,18000.0,300000.0
716,Ngô Ký Mì Gia - Mì - Cư Xá Vĩnh Hội,"F42 Đường Số 50, P. 6, Quận 4, TP. HCM",00:00 - 23:59,Quận 4,00:00,23:59,20000.0,50000.0
717,Cá Viên & Ăn Vặt Út Tuyền - Hoàng Hoa Thám,"25/3 Hoàng Hoa Thám, P. 6, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,100000.0
718,"Quán Phúc - Bún Mọc, Bún Riêu & Canh Bún","177/57 Liên Khu 4 - 5, P. Bình Hưng Hòa B, Bình Tân, TP. HCM",00:00 - 23:59,Bình Tân,00:00,23:59,30000.0,48000.0
