RestaurantID,Restaurant Name,Address,Time,District,Time Open,Time Close,Lowest Price,Highest Price
1,Bún Bò Đất Thánh - Shop Online,"221/16 Đất Thánh, P. 6, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,15000.0,50000.0
2,Bánh Mì Bảy Hổ - Phan Ngữ,"12 Phan Ngữ, P. Đa Kao, Quận 1, TP. HCM",06:00 - 20:00,Quận 1,06:00,20:00,10000.0,30000.0
3,Chân Gà Sốt Thái - Mr.Bon - Lê Bình,"100 Lê Bình, P. 4, Tân Bình, TP. HCM",06:00 - 23:00,Tân Bình,06:00,23:00,10000.0,100000.0
4,Yumi Fruit - Trái Cây Sạch & Đồ Ăn Vặt - Shop Online - Lê Thị Bạch Cát,"150/19 Lê Thị Bạch Cát, P. 11, Quận 11, TP. HCM",00:00 - 23:59,Quận 11,00:00,23:59,20000.0,100000.0
5,Sinh Tố Tao Đàn - The Sun Avenue,"The Sun Avenue, Block SAV.06 - 00.01, 28 Mai Chí Thọ, P. An Phú, Thành Phố Thủ Đức, TP. HCM",07:30 - 21:30,Thành Phố Thủ Đức,07:30,21:30,15000.0,80000.0
6,Bánh Mì Tô - Bò Kho & Xíu Mại & Lagu Gà - Hoàng Diệu,"K64 Đường Hoàng Diệu, P. 6, Quận 4, TP. HCM",07:30 - 21:15,Quận 4,07:30,21:15,20000.0,50000.0
7,Bread 24h - Hamburger & Bánh Mì - Đường 49,"Số 80 Đường 49, P. Tân Quy, Quận 7, TP. HCM",00:01 - 23:59,Quận 7,00:01,23:59,15000.0,150000.0
8,TocoToco Bubble Tea - Ngô Thời Nhiệm,"87 Ngô Thời Nhiệm, P. 6, Quận 3, TP. HCM",00:00 - 00:15 | 08:15 - 23:59,Quận 3,00:00,23:59,25000.0,65000.0
9,"Anh Cường Bakery - Bánh Kem, Bánh Mì - Nguyễn Văn Lạc","32 Nguyễn Văn Lạc, P. 19, Bình Thạnh, TP. HCM",06:00 - 23:00,Bình Thạnh,06:00,23:00,8000.0,250000.0
10,Emy - Trái Cây Tươi Và Ăn Vặt - Nguyễn Trãi,"212A/A37 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",08:00 - 23:00,Quận 1,08:00,23:00,19000.0,79000.0
11,Yến Lan - Bún Thịt Nướng & Bánh Hỏi,"Đối Diện 111 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,25000.0,35000.0
12,Cơm Tấm Sườn Ngon - Đường Số 9,"9/1 Đường 9, KP 4, P. An khánh, Thành Phố Thủ Đức, TP. HCM",06:00 - 21:00,Thành Phố Thủ Đức,06:00,21:00,30000.0,45000.0
13,FRESH BOX - Salad & Cơm Gạo Lứt - Phan Văn Trị,"Số 71-73 Đường Phan Văn Trị, P. 14, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
14,KuBin - Trà Sữa Thạch Phô Mai - Nguyễn Phúc Nguyên,"35 Nguyễn Phúc Nguyên , P. 10, Quận 3, TP. HCM",06:00 - 22:45,Quận 3,06:00,22:45,10000.0,20000.0
15,Hello Chicken - Gà Viên Sốt & Bánh Mì Gà - Đường Điện Biên Phủ,"504B Điện Biên Phủ, P. 11, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,20000.0,50000.0
16,Kem Dairy Queen - Lotte Mart Gò Vấp,"Tầng Trệt, Tầng Trệt Lotte Mart Gò Vấp, 242 Nguyễn Văn Lượng, P. 10, Gò Vấp, TP. HCM",08:00 - 21:00,Gò Vấp,08:00,21:00,9000.0,80000.0
17,Đậu Má Mix - Đậu Nành & Rau Má - Ngô Tất Tố,"71 Ngô Tất Tố, P. 21, Bình Thạnh, TP. HCM",08:00 - 22:00,Bình Thạnh,08:00,22:00,20000.0,50000.0
18,A Chảy - Mì Sủi Cảo & Cơm Chiên Gà Xối Mỡ - Shop Online,"58/11 Nguyễn Văn Săng, P. Tân Sơn Nhì, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,8000.0,47000.0
19,Thành Đạt - Hủ Tiếu Nam Vang - 22C Nguyễn Hữu Cầu,"22C Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,15000.0,74000.0
20,Bánh Bò Thốt Nốt COCOCake - Lò Bánh Huỳnh Văn Bánh,"65A Huỳnh Văn Bánh, P. 17, Phú Nhuận, TP. HCM",08:00 - 20:20,Phú Nhuận,08:00,20:20,95000.0,150000.0
21,"Rinkaffe - Sinh Tố Nước Ép Healthy, Trà Đào Chanh Dây","266 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",07:00 - 21:00,Quận 3,07:00,21:00,20000.0,60000.0
22,"Jjang! Món ăn Hàn Quốc, Cơm Trộn & Tokbokki - Cách Mạng Tháng 8","372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,10000.0,100000.0
23,Seoul Healthy! - Nguyễn Thái Bình,"128 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,20000.0,50000.0
24,Dimsum Homemade - Há Cảo Đặc Biệt - Âu Cơ,"756A Âu Cơ, P. 14, Tân Bình, TP. HCM",08:00 - 19:00,Tân Bình,08:00,19:00,20000.0,50000.0
25,Hello Chicken - Gà Viên Sốt & Bánh Mì Gà - Đường 49,"80B Đường 49, P. Tân Quy, Quận 7, TP. HCM",00:01 - 23:59,Quận 7,00:01,23:59,8000.0,55000.0
26,Bánh Cuốn Ba Miền - Trần Quang Khải,"205 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",00:01 - 23:59,Quận 1,00:01,23:59,33000.0,45000.0
27,Con Gà Mái - Cơm Gà Phú Yên - 6A Song Hành,"6A Song Hành, P. An Phú, Thành Phố Thủ Đức, TP. HCM",07:30 - 21:20,Thành Phố Thủ Đức,07:30,21:20,15000.0,280000.0
28,Cà Phê Dừa Sáp Cocomin - Đường D6,"2 Đường D6, Khu Tân Thuận Tây, P. Bình Thuận, Quận 7, TP. HCM",06:00 - 21:50,Quận 7,06:00,21:50,25000.0,50000.0
29,Trà Sữa Thái Lan Songkran - Trần Quốc Toản,"9 Trần Quốc Toản , P. 8, Quận 3, TP. HCM",08:00 - 22:00,Quận 3,08:00,22:00,12000.0,50000.0
30,"ReViet Juice - Nước Ép, Sinh Tố & Detox - Thăng Long","57 Thăng Long, P. 4, Tân Bình, TP. HCM",08:00 - 21:30,Tân Bình,08:00,21:30,33000.0,67000.0
31,Cà Phê Ông Bầu - Empire City,"L09 Tầng Trệt, Khối T1A, Tòa Nhà Chung Cư Linden Residences, 5 Trần Bạch Đằng, P. Thủ Thiêm, Thành Phố Thủ Đức, TP. HCM",07:00 - 20:40,Thành Phố Thủ Đức,07:00,20:40,20000.0,50000.0
32,Boom - Cà Phê & Trà Sữa - Sữa Tươi Trân Châu Đường Đen - Đường Số 1,"1 Đường Số 1, P. Phước Bình, Thành Phố Thủ Đức, TP. HCM",07:00 - 23:00,Thành Phố Thủ Đức,07:00,23:00,15000.0,50000.0
33,TOUS les JOURS - Hai Bà Trưng,"180 Hai Bà Trưng, Quận 1, TP. HCM",07:15 - 21:30,Quận 1,07:15,21:30,30000.0,66000.0
34,"Antonio's - Spaghetti, burger & burrito - Open 24/7 - Đường Nguyễn Sơn","80 Nguyễn Sơn, P. Phú Thọ Hòa, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
35,Gangnam Rice - Cơm Ngon 24/7 - Cách Mạng Tháng 8,"372/17 CMT8, P.10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
36,Aroi Nom Nom - Cơm Ngon 24/7 - Phan Văn Trị,"71, 73 Phan Văn Trị, P. 14, Bình Thạnh, TP. HCM",00:01 - 23:59,Bình Thạnh,00:01,23:59,20000.0,50000.0
37,Mê Xá Xíu - Món Ngon 24/7 - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
38,Uncle Wang - Cơm Tay Cầm 24/7 - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
39,Tokbokki Junction - Món Hàn 24/7 - Nguyễn Thái Bình,"128, Nguyễn Thái Bình, P. Nguyễn Thái Bình, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,20000.0,50000.0
40,Fluffy Burger & More - Open 24/7 - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P.10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
41,Bún Ngõ Phố - Bún Thịt Xào & Nem Nướng - Phan Văn Trị,"Số 71-73 Đường Phan Văn Trị, P. 14, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,10000.0,100000.0
42,Double Pao - Open 24/7 - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P.10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
43,Rice Day! - Cơm Ngon 24/7 - Phạm Ngũ Lão,"Số 25 Phạm Ngũ Lão, P. 3, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
44,Chicken Bap - Cơm và Gà 24/7 - Cách Mạng Tháng 8,"372/17 CMT8, P.10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
45,Kira Kira Rice! - Món Nhật 24/7 - Lê Văn Lương,"653 Đường Lê Văn Lương, Khu Phố 1, P. Tân Phong, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,20000.0,50000.0
46,Đài Huynh - Cơm Ngon 24/7 - Cách Mạng Tháng 8,"372/17 CMT8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
47,Mama Cà Ri - Curry 24/7 - Cách Mạng Tháng 8,"372/17 CMT8, P.10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
48,Super Rice - Cơm Ngon 24/7 - Cách Mạng Tháng 8,"372/17 CMT8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
49,"Cơm Tấm NGON - Cơm Sườn, Cơm Văn Phòng - Phan Văn Trị","Số 71-73 Đường Phan Văn Trị, P. 14, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,10000.0,100000.0
50,Gà Rán Solo 24/7 - Nguyễn Sơn,"Số 80 Nguyễn Sơn, P. Phú Thọ Hòa, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
51,Rice and Shine - Cơm Ngon 24/7 - Cộng Hoà,"403 Cộng Hoà, P. 13, Tân Bình, TP. HCM",04:00 - 23:59,Tân Bình,04:00,23:59,20000.0,50000.0
52,"Bánh Mì Xì Phố 24/7 - Bánh Mì, Bánh Bao, Xôi - Phan Văn Trị","Số 71-73 Đường Phan Văn Trị, P. 14, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,10000.0,1000000.0
53,Xuyên Đêm Quán - Open 24/7 - Phan Văn Trị,"Số 71-73 Đường Phan Văn Trị, P. 14, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
54,Thích đồ quay - Quay Quay 24/7 - Cách Mạng Tháng 8,"372/17 CMT8, P.10, Quận 3, TP. HCM",00:00 - 23:59,Quận 3,00:00,23:59,20000.0,50000.0
55,Rebel Chicken - Gà Giòn Nổi Loạn - Lê Văn Lương,"653 Lê Văn Lương, Khu phố 1, P. Tân Phong, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,20000.0,50000.0
56,Snack Station - Trạm Ăn Vặt Sài Gòn - Phan Văn Trị,"Số 71-73 Đường Phan Văn Trị, P. 14, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
57,Cơm Văn Phòng Ting Ting - Phan Văn Trị,"Số 71-73 Đường Phan Văn Trị, P. 14, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,10000.0,1000000.0
58,"Cơm Chiên Chảo Lửa - Cơm Gà Xối Mỡ, Cơm Gà & Cơm Chiên - Đường Số 11","Số 53 đường số 11, Khu phố 3, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,10000.0,100000.0
59,Cơm Tấm Mũm - Bạch Đằng,"B124 Bạch Đằng, P. 2, Tân Bình, TP. HCM",00:00 - 23:59,Tân Bình,00:00,23:59,20000.0,50000.0
60,Phở 24 - Nguyễn Cơ Thạch,"Khu Đô Thị Sala, 125 - 127 Nguyễn Cơ Thạch, Thành Phố Thủ Đức, TP. HCM",06:00 - 21:45,Thành Phố Thủ Đức,06:00,21:45,25000.0,55000.0
61,Mì Quảng 3 Anh Em - Đường Số 56,"38 Đường Số 56, P. Bình Trưng Đông, Thành Phố Thủ Đức, TP. HCM",06:00 - 21:00,Thành Phố Thủ Đức,06:00,21:00,30000.0,60000.0
62,Há Cảo Kiều Ký - Lão Tử,"43 Lão Tử, P. 14, Quận 5, TP. HCM",00:00 - 23:59,Quận 5,00:00,23:59,5000.0,10000.0
63,Ben - Cơm Tấm Sài Gòn,"43 Nguyễn Trọng Tuyển, P. 15, Phú Nhuận, TP. HCM",06:00 - 14:00 | 17:00 - 21:00,Phú Nhuận,06:00,21:00,35000.0,50000.0
64,TEA JOY - Trà & Trà Sữa - Trương Công Định,"138/22 Trương Công Định, P. 14, Tân Bình, TP. HCM",07:30 - 22:00,Tân Bình,07:30,22:00,20000.0,50000.0
65,The Coffee Bean & Tea Leaf - Nguyễn Huệ,"101 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,45000.0,150000.0
66,Café Amazon - Phan Bội Châu,"30 Phan Bội Châu, P. Bến Thành, Quận 1, TP. HCM",07:00 - 21:30,Quận 1,07:00,21:30,35000.0,65000.0
67,"3 Đậu - Tàu Hũ Cô Vang, Khoai Mì Cốt Dừa & Bắp Luộc - Phan Văn Trị","158 Phan Văn Trị, P. 12, Bình Thạnh, TP. HCM",07:00 - 20:00,Bình Thạnh,07:00,20:00,10000.0,30000.0
68,Bún Riêu Bếp Trưởng & Bánh Khọt Vũng Tàu,"178 Lâm Văn Bền, P. Tân Quy, Quận 7, TP. HCM",08:00 - 21:30,Quận 7,08:00,21:30,10000.0,180000.0
69,Dì Năm - Cháo Gà Trứng Non,"139 Đường 39, P. Tân Quy, Quận 7, TP. HCM",07:00 - 22:00,Quận 7,07:00,22:00,15000.0,80000.0
70,Cô Hai Quán - Bún Cá Nha Trang & Nem Nướng Nha Trang - Nguyễn Gia Trí,"163 Nguyễn Gia Trí, P. 25, Bình Thạnh, TP. HCM",07:00 - 21:50,Bình Thạnh,07:00,21:50,30000.0,120000.0
71,Cơm Chay Bình An,"230 Nguyễn Xí, P. 13, Bình Thạnh, TP. HCM",06:30 - 19:30,Bình Thạnh,06:30,19:30,3000.0,15000.0
72,"Ngon 77 - Bánh Hỏi, Cháo Lòng & Bánh Tráng Cuốn Bình Định","49 Đặng Dung, P. Tân Định, Quận 1, TP. HCM",07:00 - 21:00,Quận 1,07:00,21:00,15000.0,119000.0
73,Bánh Đúc Nóng Bà Xuân - Nguyễn Kiệm,"617/8 Nguyễn Kiệm, P. 9, Phú Nhuận, TP. HCM",00:00 - 23:59,Phú Nhuận,00:00,23:59,20000.0,260000.0
74,Tiên Tiên - Bún Thái Cay - Phan Văn Trị,"317B Phan Văn Trị, P. 2, Quận 5, TP. HCM",05:00 - 23:00,Quận 5,05:00,23:00,25000.0,200000.0
75,Bánh Ướt Lòng Gà Đà Lạt - Chính Gốc - Đường Số 4,"29/5 Đường Số 4, Khu Phố 2, P. Hiệp Bình Chánh, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,15000.0,45000.0
76,Bánh Mì Chim Chạy - Nguyễn Thị Minh Khai,"147D Nguyễn Thị Minh Khai, P. Phạm Ngũ Lão, Quận 1, TP. HCM",06:00 - 20:00,Quận 1,06:00,20:00,15000.0,30000.0
77,Bánh Ướt Lòng Gà & Hoành Thánh Lá Hồng Lê,"125/77/12 Bùi Đình Túy, P. 24, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,13000.0,55000.0
78,Quán Ngon Trảng Bàng - Chính Gốc - Không Chi Nhánh,"68A Nguyễn Thị Thập, P. Bình Thuận, Quận 7, TP. HCM",07:00 - 22:00,Quận 7,07:00,22:00,30000.0,110000.0
79,"Cô Tư - Nui Sốt Bò Bằm, Mì Spaghetti & Cơm Chiên Bò Lúc Lắc","401/3 Chu Văn An, P. 12, Bình Thạnh, TP. HCM",08:00 - 22:59,Bình Thạnh,08:00,22:59,25000.0,40000.0
80,Hello Burger - Hamburger & Chicken - Điện Biên Phủ,"504 Điện Biên Phủ, P. 11, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,30000.0,100000.0
81,"Hủ Tiếu Thái Lan, Trà Sữa Thái, Ăn Vặt - Pi Thai - 802 Sư Vạn Hạnh","802 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",07:00 - 21:00,Quận 10,07:00,21:00,25000.0,75000.0
82,Rau Má Mix - 769C Phạm Thế Hiển,"769C Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",08:00 - 22:15,Quận 8,08:00,22:15,12000.0,26000.0
83,Đen Đá Cafe - Trà Sữa & Trà Đào - Pasteur,"182 Pasteur, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,25000.0,55000.0
84,24H Station - Trạm Cơm Gà - Thoại Ngọc Hầu,"242C Thoại Ngọc Hầu, P. Phú Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
85,24H Station - Trạm Burger - Thoại Ngọc Hầu,"242C Thoại Ngọc Hầu, P. Phú Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
86,24H Station - Trạm Xôi Gà - Thoại Ngọc Hầu,"242C Thoại Ngọc Hầu, P. Phú Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
87,24H Station - Trạm Gà Rán - Thoại Ngọc Hầu,"242C Thoại Ngọc Hầu, P. Phú Thạnh, Tân Phú, TP. HCM",00:00 - 23:59,Tân Phú,00:00,23:59,20000.0,50000.0
88,Tứ Hòa - Bánh Tráng Cuốn Thịt Heo - Nguyễn Gia Trí,"40 Nguyễn Gia Trí, P. 25, Bình Thạnh, TP. HCM",07:30 - 22:30,Bình Thạnh,07:30,22:30,20000.0,200000.0
89,Hủ Tiếu Bảo Ngọc - Bờ Bao 1,"20/72 Bờ Bao 1, P. Sơn Kỳ, Tân Phú, TP. HCM",06:30 - 12:29 | 16:20 - 21:45,Tân Phú,06:30,21:45,15000.0,48000.0
90,Mỳ Ý Spaghetti To Go - Trần Hưng Đạo,"393/9 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",07:35 - 21:30,Quận 1,07:35,21:30,25000.0,95000.0
91,Cô Diệu - Bánh Canh Cua - 149 Nguyễn Văn Đậu,"149 Nguyễn Văn Đậu, P. 5, Bình Thạnh, TP. HCM",06:30 - 21:30,Bình Thạnh,06:30,21:30,35000.0,60000.0
92,Cháo Trắng & Cháo Đậu HP - Phạm Viết Chánh,"112 Phạm Viết Chánh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",07:00 - 12:58 | 15:00 - 21:00,Quận 1,07:00,21:00,5000.0,25000.0
93,Bánh Canh Cua Linh,"80A Điện Biên Phủ, P. Đa Kao, Quận 1, TP. HCM",05:20 - 23:00,Quận 1,05:20,23:00,25000.0,35000.0
94,Bún Đậu Mắm Tôm Tiểu Muội - Hoàng Diệu 2,"39 Hoàng Diệu 2, P. Linh Trung, Thành Phố Thủ Đức, TP. HCM",00:00 - 23:59,Thành Phố Thủ Đức,00:00,23:59,20000.0,45000.0
95,Bánh Mì Phượng Hoàng - Tân Mỹ,"27 Tân Mỹ, P. Tân Phú, Quận 7, TP. HCM",00:00 - 01:00 | 05:00 - 23:59,Quận 7,00:00,23:59,4000.0,30000.0
96,Hương Nga - Bò Kho & Cari Gà,"183/3 Nguyễn Hữu Cảnh, P. 22, Bình Thạnh, TP. HCM",07:00 - 19:00,Bình Thạnh,07:00,19:00,20000.0,40000.0
97,Kim Oanh - Bún Bò & Phở Bò Kho,"6 Lâm Văn Bền, P. Tân Kiểng, Quận 7, TP. HCM",06:00 - 22:00,Quận 7,06:00,22:00,20000.0,50000.0
98,Vĩnh An Chay - Cơm Sườn Bì Chả Chay & Bún Thịt Nướng Chả Giò Chay - Đề Thám,"63 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",06:30 - 21:00,Quận 1,06:30,21:00,25000.0,49000.0
99,Bánh Giò Cô Tấm - Bạch Đằng,"325/16/6 Bạch Đằng, P. 15, Bình Thạnh, TP. HCM",06:00 - 23:00,Bình Thạnh,06:00,23:00,20000.0,28000.0
100,Kim Hương - Bún Bò Huế - Phan Văn Trị,"118 Phan Văn Trị, P. 12, Bình Thạnh, TP. HCM",06:30 - 21:40,Bình Thạnh,06:30,21:40,10000.0,35000.0
101,Quán Nhớ Gia Lai - Đặc Sản Gia Lai - Hoa Cúc,"76 Hoa Cúc, P. 7, Phú Nhuận, TP. HCM",07:00 - 22:55,Phú Nhuận,07:00,22:55,20000.0,30000.0
102,Bánh Cuốn Tây Sơn - Trương Công Định,"44 Trương Công Định, P. 14, Tân Bình, TP. HCM",07:00 - 22:30,Tân Bình,07:00,22:30,25000.0,150000.0
103,Tờ Rí Food - Bún Thái Cay - Xô Viết Nghệ Tĩnh,"277/33A Xô Viết Nghệ Tĩnh, P. 15, Bình Thạnh, TP. HCM",00:00 - 01:00 | 08:00 - 23:59,Bình Thạnh,00:00,23:59,20000.0,50000.0
104,Quán Cơm Bapy,"008 Lô G Chung Cư Miếu Nổi, P. 3, Bình Thạnh, TP. HCM",00:00 - 23:59,Bình Thạnh,00:00,23:59,27000.0,33000.0
105,Quán Cơm Chiên - Linh Đông,"192 Linh Đông, P. Linh Đông, Thành Phố Thủ Đức, TP. HCM",08:00 - 14:00 | 16:00 - 21:00,Thành Phố Thủ Đức,08:00,21:00,15000.0,30000.0
106,Mì Quảng 3 Anh Em Chính Gốc - Tây Hòa,"191 Tây Hòa, P. Phước Long A, Thành Phố Thủ Đức, TP. HCM",06:00 - 21:55,Thành Phố Thủ Đức,06:00,21:55,15000.0,80000.0
107,Mỳ Ý 4B - Hamburger & Ăn Vặt,"4B Đường Số 15, P. Tân Kiểng, Quận 7, TP. HCM",06:10 - 13:30 | 16:12 - 21:30,Quận 7,06:10,21:30,15000.0,30000.0
108,Quán Chay Happy Veggie - Thảo Điền,"33/11 Quốc Hương, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",07:00 - 20:00,Thành Phố Thủ Đức,07:00,20:00,9000.0,99000.0
109,Cháo Sườn Chú Chen - Nguyễn Trãi,"281 - 283 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",00:00 - 02:50 | 07:00 - 23:59,Quận 1,00:00,23:59,35000.0,79000.0
110,Bari - Mì Ý & Cơm Gà - Bùi Đình Tuý,"304/49 Bùi Đình Tuý, P. 12, Bình Thạnh, TP. HCM",08:00 - 21:00,Bình Thạnh,08:00,21:00,25000.0,58000.0
111,Gờ Cafe - Phan Văn Trị,"64 Phan Văn Trị, P. 2, Quận 5, TP. HCM",06:45 - 21:30,Quận 5,06:45,21:30,20000.0,50000.0
112,Bánh Mì Trạng - Lương Hữu Khánh,"4 Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,20000.0,50000.0
113,Trà Sữa R&B Tea - Nguyễn Thị Minh Khai,"7Bis Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",08:00 - 22:20,Quận 1,08:00,22:20,45000.0,70000.0
114,TocoToco Bubble Tea - Ngô Tất Tố,"39 Ngô Tất Tố, P. 21, Bình Thạnh, TP. HCM",08:00 - 23:59,Bình Thạnh,08:00,23:59,35000.0,58000.0
115,Bánh Mì Huynh Hoa - Bánh Mì Pate,"26 Lê Thị Riêng, P. Bến Thành, Quận 1, TP. HCM",06:00 - 22:00,Quận 1,06:00,22:00,38000.0,38000.0
116,FOX Tea - Trà Sữa & Ăn Vặt - Đường Số 8,"202 Đường Số 8, P. 11, Gò Vấp, TP. HCM",08:00 - 22:40,Gò Vấp,08:00,22:40,10000.0,30000.0
117,Boost Juice - Smoothies & Nước Ép Trái Cây - Điện Biên Phủ,"119/2 Điện Biên Phủ, P. Đa Kao, Quận 1, TP. HCM",08:00 - 20:45,Quận 1,08:00,20:45,45000.0,90000.0
118,Tâm Cook - Bánh Mì Pate Cột Đèn Hải Phòng - Nguyễn Thượng Hiền,"35 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",06:00 - 22:00,Quận 3,06:00,22:00,20000.0,50000.0
119,GS25 - Cửa Hàng Tiện Lợi - VN0021 - Bà Hạt,"Tầng Trệt, 172 Bà Hạt, P. 9, Quận 10, TP. HCM",00:00 - 23:59,Quận 10,00:00,23:59,10000.0,800000.0
120,Bún Riêu Cô Hương Béo - Tân Quy,"Số 76 Đường 79 (Tân Quy), P.Tân Quy, Quận 7, TP. HCM",06:20 - 14:00 | 17:00 - 21:30,Quận 7,06:20,21:30,20000.0,50000.0
121,TH True Mart - Hoàng Diệu - 70000229,"165 Hoàng Diệu, P. Linh Chiểu, Thành Phố Thủ Đức, TP. HCM",07:00 - 20:30,Thành Phố Thủ Đức,07:00,20:30,50000.0,100000.0
122,Thanh Thành Đạt - Hủ Tiếu Nam Vang - 43 Đinh Tiên Hoàng,"43 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 22:00,Quận 1,06:00,22:00,35000.0,50000.0
123,Mì Trộn Nam Kỳ - Nguyễn Thái Bình,"128 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Quận 1, TP. HCM",00:00 - 23:59,Quận 1,00:00,23:59,20000.0,50000.0
124,Cơm Tấm - Dì Út,"55/8 Bis Trần Đình Xu, P. Cầu Kho, Quận 1, TP. HCM",07:00 - 22:00,Quận 1,07:00,22:00,30000.0,50000.0
125,Bánh Cuốn Nóng Ngon - Phạm Văn Bạch,"730 Phạm Văn Bạch, P. 12, Gò Vấp, TP. HCM",05:50 - 22:00,Gò Vấp,05:50,22:00,5000.0,35000.0
126,BIBO Bánh Cuốn Nóng - Bánh Cuốn Truyền Thống - Đường Số 9,"208/28 Đường Số 9, P. 16, Gò Vấp, TP. HCM",00:00 - 23:59,Gò Vấp,00:00,23:59,20000.0,50000.0
127,Cháo Lòng Miền Tây - Lê Văn Lương,"121 Lê Văn Lương, P. Tân Kiểng, Quận 7, TP. HCM",00:00 - 23:59,Quận 7,00:00,23:59,10000.0,30000.0
